method,tree_id,split,domain,ok,MAE,error_sum,gt_B1,gt_B2,gt_B3,gt_B4,pred_B1,pred_B2,pred_B3,pred_B4,err_B1,err_B2,err_B3,err_B4,delta_B1,delta_B2,delta_B3,delta_B4
M20_weight_visibility_grid,DAMIMAS_A21B_0704,train,DAMIMAS,True,0.25,1,0,3,6,4,0,3,7,4,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0705,train,DAMIMAS,True,0.0,0,2,2,7,3,2,2,7,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0706,test,DAMIMAS,True,0.25,1,3,0,5,4,3,0,6,4,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0707,train,DAMIMAS,True,0.25,1,0,2,10,2,0,2,11,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0708,val,DAMIMAS,True,0.5,2,1,2,7,4,2,2,8,4,1,0,1,0,1,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0709,train,DAMIMAS,True,0.0,0,3,2,6,4,3,2,6,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0710,train,DAMIMAS,True,0.5,2,3,2,5,2,3,3,6,2,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0711,train,DAMIMAS,True,0.5,2,2,2,6,2,2,3,5,2,0,1,1,0,0,1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0712,test,DAMIMAS,True,0.25,1,1,2,7,2,1,2,8,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0713,test,DAMIMAS,True,0.25,1,1,2,5,2,1,2,6,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0714,train,DAMIMAS,True,0.25,1,0,3,5,6,0,3,6,6,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0715,train,DAMIMAS,True,0.25,1,2,2,7,2,2,2,8,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0716,test,DAMIMAS,True,0.25,1,1,2,9,2,1,2,10,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0717,train,DAMIMAS,True,0.25,1,2,2,6,3,3,2,6,3,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0718,test,DAMIMAS,True,0.25,1,3,2,4,4,3,2,5,4,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0719,train,DAMIMAS,True,0.25,1,2,1,8,0,2,1,7,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0720,train,DAMIMAS,True,0.25,1,3,0,9,1,4,0,9,1,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0721,train,DAMIMAS,True,0.25,1,2,2,9,2,2,2,10,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0722,train,DAMIMAS,True,0.25,1,1,2,7,2,1,2,6,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0723,train,DAMIMAS,True,0.75,3,2,4,7,4,2,5,8,5,0,1,1,1,0,1,1,1
M20_weight_visibility_grid,DAMIMAS_A21B_0724,val,DAMIMAS,True,0.75,3,1,3,2,1,2,3,3,2,1,0,1,1,1,0,1,1
M20_weight_visibility_grid,DAMIMAS_A21B_0725,val,DAMIMAS,True,0.0,0,0,2,4,1,0,2,4,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0726,test,DAMIMAS,True,0.25,1,2,2,8,2,2,2,9,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0727,test,DAMIMAS,True,0.25,1,3,1,10,3,3,1,11,3,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0728,train,DAMIMAS,True,0.25,1,2,2,6,4,2,2,7,4,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0729,train,DAMIMAS,True,0.5,2,3,1,9,1,4,1,10,1,1,0,1,0,1,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0730,train,DAMIMAS,True,0.0,0,2,2,3,1,2,2,3,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0731,train,DAMIMAS,True,0.25,1,0,0,6,0,0,0,7,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0732,train,DAMIMAS,False,0.75,3,0,0,6,4,0,0,7,2,0,0,1,2,0,0,1,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0733,test,DAMIMAS,True,0.25,1,0,0,6,4,0,0,7,4,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0734,train,DAMIMAS,True,0.0,0,1,1,5,2,1,1,5,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0735,train,DAMIMAS,True,0.25,1,0,0,8,1,0,0,9,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0736,train,DAMIMAS,True,0.0,0,0,1,8,2,0,1,8,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0737,test,DAMIMAS,False,0.5,2,0,0,5,2,0,0,7,2,0,0,2,0,0,0,2,0
M20_weight_visibility_grid,DAMIMAS_A21B_0738,train,DAMIMAS,True,0.25,1,0,0,9,1,0,0,8,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0739,train,DAMIMAS,True,0.25,1,0,0,7,4,0,0,8,4,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0740,train,DAMIMAS,True,0.25,1,1,1,7,4,1,1,7,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0741,train,DAMIMAS,True,0.5,2,1,2,6,3,1,3,7,3,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0742,test,DAMIMAS,True,0.25,1,1,1,2,0,1,1,3,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0743,val,DAMIMAS,True,0.25,1,0,0,4,5,0,0,4,4,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0744,test,DAMIMAS,True,0.0,0,0,2,5,0,0,2,5,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0745,val,DAMIMAS,True,0.0,0,2,0,9,4,2,0,9,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0746,train,DAMIMAS,True,0.25,1,1,2,6,3,1,2,5,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0747,train,DAMIMAS,True,0.75,3,0,3,8,4,0,4,9,5,0,1,1,1,0,1,1,1
M20_weight_visibility_grid,DAMIMAS_A21B_0748,test,DAMIMAS,True,0.25,1,2,0,8,3,2,0,8,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0749,test,DAMIMAS,True,0.0,0,2,2,7,3,2,2,7,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0750,train,DAMIMAS,True,0.0,0,0,0,5,1,0,0,5,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0751,train,DAMIMAS,True,0.5,2,2,2,6,1,2,3,7,1,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0752,train,DAMIMAS,True,0.25,1,1,1,4,0,2,1,4,0,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0753,train,DAMIMAS,True,0.5,2,1,1,6,0,2,1,7,0,1,0,1,0,1,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0754,train,DAMIMAS,True,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0755,train,DAMIMAS,True,0.25,1,1,1,5,2,2,1,5,2,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0756,train,DAMIMAS,True,0.5,2,0,0,8,4,0,0,9,3,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0757,train,DAMIMAS,True,0.25,1,0,1,10,0,0,1,11,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0758,train,DAMIMAS,True,0.25,1,1,3,0,2,1,3,0,1,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0759,val,DAMIMAS,False,0.75,3,0,0,6,5,0,0,8,4,0,0,2,1,0,0,2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0760,test,DAMIMAS,True,0.25,1,0,0,5,3,0,0,6,3,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0761,train,DAMIMAS,True,0.0,0,1,2,7,3,1,2,7,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0762,val,DAMIMAS,True,0.0,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0763,train,DAMIMAS,True,0.25,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0764,train,DAMIMAS,True,0.0,0,0,1,4,2,0,1,4,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0765,train,DAMIMAS,True,0.25,1,2,1,4,2,2,1,5,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0766,train,DAMIMAS,True,0.0,0,1,1,3,2,1,1,3,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0767,train,DAMIMAS,True,0.25,1,1,2,4,1,2,2,4,1,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0768,train,DAMIMAS,True,0.25,1,2,1,5,0,3,1,5,0,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0769,train,DAMIMAS,True,0.25,1,0,1,10,4,0,1,10,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0770,train,DAMIMAS,True,0.0,0,0,2,7,2,0,2,7,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0771,val,DAMIMAS,True,0.25,1,0,3,4,1,0,4,4,1,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0772,train,DAMIMAS,True,0.25,1,2,0,2,0,3,0,2,0,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0773,train,DAMIMAS,True,0.25,1,1,1,5,1,2,1,5,1,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0774,train,DAMIMAS,False,0.75,3,1,1,6,0,1,1,3,0,0,0,3,0,0,0,-3,0
M20_weight_visibility_grid,DAMIMAS_A21B_0775,val,DAMIMAS,True,0.25,1,0,2,7,0,0,3,7,0,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0776,val,DAMIMAS,True,0.25,1,1,1,4,2,1,2,4,2,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0777,train,DAMIMAS,True,0.25,1,2,0,3,3,3,0,3,3,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0778,test,DAMIMAS,False,0.75,3,0,0,5,3,0,0,3,2,0,0,2,1,0,0,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0779,train,DAMIMAS,True,0.5,2,1,1,4,0,2,2,4,0,1,1,0,0,1,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0780,train,DAMIMAS,True,0.25,1,0,0,1,4,0,0,1,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0781,train,DAMIMAS,True,0.0,0,0,4,5,3,0,4,5,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0782,val,DAMIMAS,True,0.0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0783,val,DAMIMAS,True,0.75,3,1,2,8,3,2,2,7,2,1,0,1,1,1,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0784,train,DAMIMAS,True,0.25,1,0,3,4,1,0,3,3,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0785,train,DAMIMAS,True,0.25,1,0,2,4,0,0,2,5,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0786,val,DAMIMAS,True,0.0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0787,val,DAMIMAS,True,0.0,0,0,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0788,train,DAMIMAS,True,0.25,1,0,1,7,3,0,1,8,3,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0789,train,DAMIMAS,True,0.5,2,2,5,4,5,2,4,4,4,0,1,0,1,0,-1,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0790,train,DAMIMAS,True,0.0,0,2,0,6,0,2,0,6,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0791,test,DAMIMAS,True,0.0,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0792,train,DAMIMAS,True,0.5,2,0,3,7,2,0,3,8,1,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0793,train,DAMIMAS,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0794,val,DAMIMAS,True,0.0,0,0,2,9,0,0,2,9,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0795,val,DAMIMAS,True,0.25,1,1,1,3,0,1,1,2,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0796,val,DAMIMAS,True,0.25,1,0,0,5,1,0,0,6,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0797,train,DAMIMAS,True,0.0,0,1,4,2,0,1,4,2,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0798,train,DAMIMAS,True,0.25,1,1,2,4,0,1,3,4,0,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0799,train,DAMIMAS,True,0.0,0,0,0,5,3,0,0,5,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0800,train,DAMIMAS,True,0.5,2,0,2,5,3,0,3,4,3,0,1,1,0,0,1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0801,train,DAMIMAS,True,0.25,1,1,4,2,3,1,4,2,4,0,0,0,1,0,0,0,1
M20_weight_visibility_grid,DAMIMAS_A21B_0802,train,DAMIMAS,True,0.25,1,1,2,2,4,1,2,2,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0803,train,DAMIMAS,True,0.25,1,1,1,8,4,1,1,7,4,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0804,train,DAMIMAS,True,0.0,0,1,2,5,1,1,2,5,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0805,train,DAMIMAS,True,0.75,3,2,4,3,3,3,4,4,4,1,0,1,1,1,0,1,1
M20_weight_visibility_grid,DAMIMAS_A21B_0806,train,DAMIMAS,True,0.0,0,1,0,5,1,1,0,5,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0807,train,DAMIMAS,True,0.25,1,0,1,1,10,0,1,1,9,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0808,train,DAMIMAS,True,0.5,2,2,1,3,4,3,2,3,4,1,1,0,0,1,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0809,val,DAMIMAS,True,0.5,2,2,2,6,2,3,2,7,2,1,0,1,0,1,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0810,val,DAMIMAS,False,3.0,12,1,1,8,4,2,3,16,5,1,2,8,1,1,2,8,1
M20_weight_visibility_grid,DAMIMAS_A21B_0811,train,DAMIMAS,False,2.25,9,2,1,14,0,5,2,19,0,3,1,5,0,3,1,5,0
M20_weight_visibility_grid,DAMIMAS_A21B_0812,val,DAMIMAS,False,3.0,12,2,4,5,0,7,7,9,0,5,3,4,0,5,3,4,0
M20_weight_visibility_grid,DAMIMAS_A21B_0813,test,DAMIMAS,False,1.25,5,1,0,6,3,2,0,9,2,1,0,3,1,1,0,3,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0814,test,DAMIMAS,False,1.5,6,0,0,6,1,0,0,11,2,0,0,5,1,0,0,5,1
M20_weight_visibility_grid,DAMIMAS_A21B_0815,train,DAMIMAS,False,3.5,14,1,2,9,2,3,5,18,2,2,3,9,0,2,3,9,0
M20_weight_visibility_grid,DAMIMAS_A21B_0816,train,DAMIMAS,False,1.5,6,1,4,13,1,3,7,14,1,2,3,1,0,2,3,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0817,val,DAMIMAS,False,2.0,8,3,2,3,0,8,4,4,0,5,2,1,0,5,2,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0818,train,DAMIMAS,False,3.0,12,0,4,6,0,0,10,12,0,0,6,6,0,0,6,6,0
M20_weight_visibility_grid,DAMIMAS_A21B_0819,train,DAMIMAS,False,2.5,10,0,2,11,3,0,5,17,2,0,3,6,1,0,3,6,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0820,train,DAMIMAS,False,4.0,16,0,2,8,0,0,7,19,0,0,5,11,0,0,5,11,0
M20_weight_visibility_grid,DAMIMAS_A21B_0821,val,DAMIMAS,False,1.0,4,2,2,4,1,5,3,4,1,3,1,0,0,3,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0822,test,DAMIMAS,False,2.25,9,1,1,10,0,2,2,17,0,1,1,7,0,1,1,7,0
M20_weight_visibility_grid,DAMIMAS_A21B_0823,train,DAMIMAS,False,4.25,17,2,1,9,2,4,3,20,4,2,2,11,2,2,2,11,2
M20_weight_visibility_grid,DAMIMAS_A21B_0824,val,DAMIMAS,False,3.0,12,2,5,3,0,5,12,5,0,3,7,2,0,3,7,2,0
M20_weight_visibility_grid,DAMIMAS_A21B_0825,val,DAMIMAS,False,1.5,6,2,0,7,3,4,0,10,2,2,0,3,1,2,0,3,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0826,val,DAMIMAS,False,1.25,5,0,3,3,0,0,6,5,0,0,3,2,0,0,3,2,0
M20_weight_visibility_grid,DAMIMAS_A21B_0827,train,DAMIMAS,False,3.5,14,1,1,8,5,3,2,17,3,2,1,9,2,2,1,9,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0828,train,DAMIMAS,False,2.75,11,2,6,8,0,3,12,12,0,1,6,4,0,1,6,4,0
M20_weight_visibility_grid,DAMIMAS_A21B_0829,val,DAMIMAS,False,1.75,7,2,1,6,2,4,3,9,2,2,2,3,0,2,2,3,0
M20_weight_visibility_grid,DAMIMAS_A21B_0830,train,DAMIMAS,False,2.0,8,3,2,6,0,7,4,8,0,4,2,2,0,4,2,2,0
M20_weight_visibility_grid,DAMIMAS_A21B_0831,train,DAMIMAS,False,3.75,15,1,2,7,3,2,5,16,5,1,3,9,2,1,3,9,2
M20_weight_visibility_grid,DAMIMAS_A21B_0832,train,DAMIMAS,False,2.75,11,0,4,5,1,0,9,10,2,0,5,5,1,0,5,5,1
M20_weight_visibility_grid,DAMIMAS_A21B_0833,train,DAMIMAS,False,1.25,5,2,1,4,0,5,1,6,0,3,0,2,0,3,0,2,0
M20_weight_visibility_grid,DAMIMAS_A21B_0834,train,DAMIMAS,False,2.5,10,1,6,5,3,2,10,8,5,1,4,3,2,1,4,3,2
M20_weight_visibility_grid,DAMIMAS_A21B_0835,train,DAMIMAS,False,1.5,6,0,0,15,4,0,0,20,3,0,0,5,1,0,0,5,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0836,train,DAMIMAS,False,2.5,10,3,2,4,0,5,5,9,0,2,3,5,0,2,3,5,0
M20_weight_visibility_grid,DAMIMAS_A21B_0837,train,DAMIMAS,False,1.5,6,2,1,9,1,5,1,12,1,3,0,3,0,3,0,3,0
M20_weight_visibility_grid,DAMIMAS_A21B_0838,train,DAMIMAS,False,2.25,9,0,1,4,7,0,2,8,11,0,1,4,4,0,1,4,4
M20_weight_visibility_grid,DAMIMAS_A21B_0839,val,DAMIMAS,False,2.5,10,1,1,6,1,3,3,12,1,2,2,6,0,2,2,6,0
M20_weight_visibility_grid,DAMIMAS_A21B_0840,train,DAMIMAS,False,2.25,9,2,7,6,0,4,12,8,0,2,5,2,0,2,5,2,0
M20_weight_visibility_grid,DAMIMAS_A21B_0841,train,DAMIMAS,True,0.5,2,3,0,4,2,4,0,5,2,1,0,1,0,1,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0842,train,DAMIMAS,False,2.5,10,2,3,7,2,4,4,12,4,2,1,5,2,2,1,5,2
M20_weight_visibility_grid,DAMIMAS_A21B_0843,test,DAMIMAS,False,1.5,6,0,1,9,3,0,3,13,3,0,2,4,0,0,2,4,0
M20_weight_visibility_grid,DAMIMAS_A21B_0844,train,DAMIMAS,False,2.0,8,1,4,9,2,2,8,12,2,1,4,3,0,1,4,3,0
M20_weight_visibility_grid,DAMIMAS_A21B_0845,val,DAMIMAS,True,0.75,3,1,0,3,4,2,0,4,5,1,0,1,1,1,0,1,1
M20_weight_visibility_grid,DAMIMAS_A21B_0846,train,DAMIMAS,False,1.75,7,0,4,3,0,0,8,6,0,0,4,3,0,0,4,3,0
M20_weight_visibility_grid,DAMIMAS_A21B_0847,test,DAMIMAS,False,2.25,9,1,4,10,1,3,5,16,1,2,1,6,0,2,1,6,0
M20_weight_visibility_grid,DAMIMAS_A21B_0848,val,DAMIMAS,False,2.0,8,0,1,4,0,0,3,10,0,0,2,6,0,0,2,6,0
M20_weight_visibility_grid,DAMIMAS_A21B_0849,train,DAMIMAS,False,1.0,4,1,1,4,1,3,2,5,1,2,1,1,0,2,1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0850,train,DAMIMAS,False,2.75,11,1,2,6,4,3,5,12,4,2,3,6,0,2,3,6,0
M20_weight_visibility_grid,DAMIMAS_A21B_0851,train,DAMIMAS,False,2.25,9,0,5,13,3,0,9,17,2,0,4,4,1,0,4,4,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0852,train,DAMIMAS,False,0.5,2,2,3,0,0,2,5,0,0,0,2,0,0,0,2,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0853,train,DAMIMAS,False,1.0,4,2,2,8,1,4,3,9,1,2,1,1,0,2,1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0854,train,DAMIMAS,False,2.0,8,3,3,5,4,6,5,8,4,3,2,3,0,3,2,3,0
M20_weight_visibility_grid,LONSUM_A21A_0001,train,LONSUM,False,0.5,2,0,0,5,0,0,0,7,0,0,0,2,0,0,0,2,0
M20_weight_visibility_grid,LONSUM_A21A_0002,test,LONSUM,True,0.25,1,0,4,2,0,0,5,2,0,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,LONSUM_A21A_0003,val,LONSUM,False,0.5,2,0,0,4,6,0,0,4,4,0,0,0,2,0,0,0,-2
M20_weight_visibility_grid,LONSUM_A21A_0004,train,LONSUM,True,0.0,0,0,4,6,0,0,4,6,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0005,train,LONSUM,True,0.25,1,0,0,5,2,0,0,5,1,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,LONSUM_A21A_0006,train,LONSUM,True,0.0,0,1,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0007,test,LONSUM,True,0.25,1,0,0,7,0,0,0,8,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0008,val,LONSUM,True,0.0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0009,train,LONSUM,True,0.25,1,1,1,3,3,1,1,3,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,LONSUM_A21A_0010,train,LONSUM,True,0.25,1,0,4,3,1,0,4,4,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0011,train,LONSUM,True,0.25,1,0,1,10,1,0,1,9,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0012,train,LONSUM,True,0.25,1,0,2,2,1,0,3,2,1,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,LONSUM_A21A_0013,train,LONSUM,True,0.0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0014,train,LONSUM,True,0.0,0,0,0,4,1,0,0,4,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0015,train,LONSUM,True,0.5,2,0,0,6,3,0,0,7,2,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,LONSUM_A21A_0016,val,LONSUM,True,0.0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0017,train,LONSUM,True,0.25,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0018,val,LONSUM,True,0.25,1,0,2,3,1,0,3,3,1,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,LONSUM_A21A_0019,train,LONSUM,True,0.0,0,0,1,7,1,0,1,7,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0020,train,LONSUM,True,0.25,1,0,1,3,0,0,2,3,0,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,LONSUM_A21A_0021,val,LONSUM,True,0.25,1,0,1,5,1,0,2,5,1,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,LONSUM_A21A_0022,train,LONSUM,True,0.25,1,0,3,2,0,0,3,1,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0023,train,LONSUM,True,0.25,1,0,0,8,0,0,0,9,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0024,train,LONSUM,True,0.25,1,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0025,train,LONSUM,True,0.5,2,0,0,4,1,0,0,5,2,0,0,1,1,0,0,1,1
M20_weight_visibility_grid,LONSUM_A21A_0026,test,LONSUM,True,0.75,3,0,1,3,1,0,2,2,2,0,1,1,1,0,1,-1,1
M20_weight_visibility_grid,LONSUM_A21A_0027,train,LONSUM,True,0.5,2,0,0,5,4,0,0,6,5,0,0,1,1,0,0,1,1
